"S_Participant_ID","S_Age","S_EN_Level","S_EN_Exposure","S_L1","S_L2s","S_Regional_Background","Q_List","Q_Lemma","Q_Lemma_HasRhymes","A_Gender","A_Pl_Form","A_Pl_Suffix","A_Pl_Suffix3"
"dd98172862344b33b8b16bfb5717bacabc8a2dfe","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","Keine","8180, Bülach, CH","L3","Bnaupf","NR","Neut.","Bnäupfe","e","e"
"043a69c39de2cf1132ecd70e6063dedac5efbc8b","55-64","B1","Weniger als eine Stunde pro Woche","Deutsch","","74906, Bad Rappenau, D","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"2f3c87cee9ce8b21d1e2f442a06fbbe915cfdd46","45-54","C1","2-5 Stunden pro Woche","Deutsch","Portugiesisch C1, Französisch B1, Spanisch A2, Italienisch A3","6030 Buchrain CH","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"c455824b6d850f877fc4e0bf77506a5c062744d4","25-34","C2","5-10 Stunden pro Woche","Deutsch","Spanisch - A2","02826, Görlitz, DE","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"769a4b7f015efd98f0bdd95eceb81a8d82a472d8","45-54","C2","Mehr als 10 Stunden pro Woche","deutsch","Spanisch A1, Französisch A1","24000, Kiel, DE","L3","Bnaupf","NR","Masc.","Braupfe","e","e"
"72d2b493f284a21927972c056e01ce3f8e781490","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch B2","37081, Göttingen, DE","L3","Bnaupf","NR","Neut.","Bnaupfen","en","en"
"098855127acdd59348a610aad1a80b62ab12e671","25-34","C2","Mehr als 10 Stunden pro Woche","deutsch","japanisch b1","50968, Köln, DE","L3","Bnaupf","NR","Neut.","Bnäupfe","e","e"
"66101eda52d68f88427dc73a78ffae30e67984af","65+","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch B1","12049, Berlin","L3","Bnaupf","NR","Masc.","Bnaupfer","er","other"
"64b4dd13c70325771c671dbf2ee3d9107135c00f","45-54","C2","Mehr als 10 Stunden pro Woche","deutsch","französisch (mittel), italienisch, spanisch (Grundkenntnisse)","8000 Zürich","L3","Bnaupf","NR","Masc.","Bnaupfe","e","e"
"807b16d60f8ad791ccec2cfb7e0663f0ad885a0f","18-24","C1","Mehr als 10 Stunden pro Woche","Deutsch ","Französisch (B1)","61352, Bad Homburg, DE","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"3aa0db526a4f9d5131f852247d21ca365cc05d01","25-34","B1","2-5 Stunden pro Woche","Deutsch","","04571, Rötha, DE","L3","Bnaupf","NR","Masc.","Bnaupfe","e","e"
"14fb1895539cfb41b6e9e4ab96d80cdbd823aa81","18-24","C1","5-10 Stunden pro Woche","Deutsch","Latein B1","30159, Hannover, DE","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"8dc856968d7a1cb9736f9d24af77ba6ec12a85d6","35-44","B1","Weniger als eine Stunde pro Woche","deutsch","","23769","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"bb5007fc529a92fd01a9d61cfe15fd3859e1f93a","25-34","C2","2-5 Stunden pro Woche","Deutsch","","37574, Einbeck, DE","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"762375aa1d4ab7f02b69ea97816f4e75bc7b4fd3","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","","93047, Regensburg, GER","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"71da139395b9fc5d87256066c7e0afb75c6bec6a","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch, Russisch","Russisch A1/2, wird kaum von mir verwendet.","93413, Cham. Deutschland","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"a4904eb40ea562c6a93e00718a6c28b8c8b3e134","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","","31234, Deutschland, DE","L3","Bnaupf","NR","Neut.","Bnäupfe","e","e"
"aacc055185790e762395295429f89ea4ab3a7ca3","25-34","C1","1-2 Stunden pro Woche","Deutsch","","88131, Lindau, DE","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"3aaf801f6850ac4c4d1b415e40ad32551236faaf","18-24","C2","5-10 Stunden pro Woche","Deutsch","Spanisch A2, Polnisch A1","38120, Braunschweig, DE","L3","Bnaupf","NR","Masc.","Bnaupfe","e","e"
"a599e312a7df2b0ec2f0e8d48a3d384502521e4f","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1","30161, Hannover, DE","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"c5d7654ed4ec0b23bec43240bdd131ecdd5d6057","25-34","B1","2-5 Stunden pro Woche","deutsch","DGS A1","28239, Bremen, DE","L3","Bnaupf","NR","Masc.","Bnäufe","e","e"
"f3fb7916c3fb6337f442935d66b1a7895b3b9267","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","Japanisch A2","40670","L3","Bnaupf","NR","Neut.","Bnaupfe","e","e"
"93b2ba65e18bcbe3605e4a8c391a32cae50205ed","35-44","C1","5-10 Stunden pro Woche","Deutsch","Nein ","58089 Hagen ","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"431b11afecfabbae03b8c9fe7931d2922b5f7c36","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch","40591","L3","Bnaupf","NR","Neut.","Bnaupfen","en","en"
"b6caa7de7ea37b072333bb419e4ef42c94cbb510","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch C2","48400, Bodrum, TR","L3","Bnaupf","NR","Masc.","Bnaupfe","e","e"
"3557696842d03826410f42c24515142428994fe9","18-24","A1","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Niveau weiss ich nicht)","CH","L3","Bnaupf","NR","Masc.","Bnaupfe","e","e"
"63e3771b5ed6efe136989c67491f4a7149a6e8a2","25-34","C1","2-5 Stunden pro Woche","Deutsch","","66130","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"c22439c836c97d0dcedac294f3d7ed2e6e73b5f2","35-44","B2","5-10 Stunden pro Woche","deutsch","","53113, Bonn, DE","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"54425e918c0d3eab76ec879e4eb72d97056f2d38","18-24","C2","5-10 Stunden pro Woche","Deutsch ","Französisch B2, Spanisch B2","69124 Heidelberg DE","L3","Bnaupf","NR","Masc.","Bnaupfe ","e","e"
"9197c013e6397c73282930e090c72d9f785110ec","25-34","B2","2-5 Stunden pro Woche","Deutsch","","52074 Aachen D","L3","Bnaupf","NR","Neut.","Bnaupfe","e","e"
"da4d7c74626bb8f6030cb8684238301b83e4fcc1","18-24","C2","2-5 Stunden pro Woche","Deutsch, Japanisch","Japanisch: Muttersprache, Französisch A1; Spanisch A1","80796, München, GER","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"6a82dc7370683a7f1343ac32c5f25b7b0b3b887c","35-44","C1","1-2 Stunden pro Woche","Deutsch","Spanisch B1, Schwedisch A1, Japanisch A1, Fanzösisch A1","1040, Wien, AT","L3","Bnaupf","NR","Masc.","Bnaupfen","en","en"
"bde3d9e5b77654ebdde3a897f0134805f1fec859","18-24","B2","5-10 Stunden pro Woche","Deutsch","Französisch ( A2)","49205","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"0aeeb808915a922f7318429861e0da93350e12ff","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","","80331, München, DE","L3","Bnaupf","NR","Masc.","Bnäupfe","e","e"
"36ad1845b8783939592ad1b440a76fcfb43db7d7","35-44","C1","Mehr als 10 Stunden pro Woche","Deutsch","","3855, Brienz, CH","L3","Bnaupf","NR","Neut.","Bnaupfe","e","e"
"e7f46d7c3cae8a8d66cd253b46235222211af828","18-24","C1","5-10 Stunden pro Woche","Deutsch ","Französisch B2","10437, Berlin, DE","L3","Bnaupf","NR","Masc.","Bnaupf",NA,NA
"7203f3642fe948e532393ee9ec9e3cd5a411d00f","25-34","C1","5-10 Stunden pro Woche","Deutsch","nein","06295, Eisleben, DE","L3","Fnahf","NR","Masc.","Fnahfes","s","other"
"71ca9d42423451a2475b843452b2b1b7d97366ef","35-44","C1","Mehr als 10 Stunden pro Woche","Deutsch","Nein","40000 Düsseldorf","L3","Fnahf","NR","Masc.","Fnähfe","e","e"
"7a6ebb3e1899493656075cb7aeb0d964e4241c47","35-44","C1","Mehr als 10 Stunden pro Woche","deutsch","Französisch A1, Spanisch A1","51643, D","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"dbac5e2d6b7fd587a76c403540d52c96adedf0c8","55-64","C1","2-5 Stunden pro Woche","Deutsch","","80539, München, DE","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"0e3d78306d36ecd3452ad2d7e96d6cd4ab61cf11","35-44","C2","Mehr als 10 Stunden pro Woche","deutsch","","48147, Münster, GER","L3","Fnahf","NR","Masc.","Fnahfe","e","e"
"dd98172862344b33b8b16bfb5717bacabc8a2dfe","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","Keine","8180, Bülach, CH","L3","Fnahf","NR","Neut.","Fnähfe","e","e"
"043a69c39de2cf1132ecd70e6063dedac5efbc8b","55-64","B1","Weniger als eine Stunde pro Woche","Deutsch","","74906, Bad Rappenau, D","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"2f3c87cee9ce8b21d1e2f442a06fbbe915cfdd46","45-54","C1","2-5 Stunden pro Woche","Deutsch","Portugiesisch C1, Französisch B1, Spanisch A2, Italienisch A3","6030 Buchrain CH","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"c455824b6d850f877fc4e0bf77506a5c062744d4","25-34","C2","5-10 Stunden pro Woche","Deutsch","Spanisch - A2","02826, Görlitz, DE","L3","Fnahf","NR","Masc.","Fnahfe","e","e"
"769a4b7f015efd98f0bdd95eceb81a8d82a472d8","45-54","C2","Mehr als 10 Stunden pro Woche","deutsch","Spanisch A1, Französisch A1","24000, Kiel, DE","L3","Fnahf","NR","Fem.","Fnahfe","e","e"
"72d2b493f284a21927972c056e01ce3f8e781490","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch B2","37081, Göttingen, DE","L3","Fnahf","NR","Masc.","Fnahfe","e","e"
"098855127acdd59348a610aad1a80b62ab12e671","25-34","C2","Mehr als 10 Stunden pro Woche","deutsch","japanisch b1","50968, Köln, DE","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"66101eda52d68f88427dc73a78ffae30e67984af","65+","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch B1","12049, Berlin","L3","Fnahf","NR","Neut.","Fnahfer","er","other"
"64b4dd13c70325771c671dbf2ee3d9107135c00f","45-54","C2","Mehr als 10 Stunden pro Woche","deutsch","französisch (mittel), italienisch, spanisch (Grundkenntnisse)","8000 Zürich","L3","Fnahf","NR","Neut.","Fnahfs","s","other"
"807b16d60f8ad791ccec2cfb7e0663f0ad885a0f","18-24","C1","Mehr als 10 Stunden pro Woche","Deutsch ","Französisch (B1)","61352, Bad Homburg, DE","L3","Fnahf","NR","Masc.","Fnahfe","e","e"
"3aa0db526a4f9d5131f852247d21ca365cc05d01","25-34","B1","2-5 Stunden pro Woche","Deutsch","","04571, Rötha, DE","L3","Fnahf","NR","Masc.","Fnahfe","e","e"
"14fb1895539cfb41b6e9e4ab96d80cdbd823aa81","18-24","C1","5-10 Stunden pro Woche","Deutsch","Latein B1","30159, Hannover, DE","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"8dc856968d7a1cb9736f9d24af77ba6ec12a85d6","35-44","B1","Weniger als eine Stunde pro Woche","deutsch","","23769","L3","Fnahf","NR","Masc.","Fnähfen","en","en"
"bb5007fc529a92fd01a9d61cfe15fd3859e1f93a","25-34","C2","2-5 Stunden pro Woche","Deutsch","","37574, Einbeck, DE","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"762375aa1d4ab7f02b69ea97816f4e75bc7b4fd3","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","","93047, Regensburg, GER","L3","Fnahf","NR","Neut.","Fnahfs","s","other"
"71da139395b9fc5d87256066c7e0afb75c6bec6a","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch, Russisch","Russisch A1/2, wird kaum von mir verwendet.","93413, Cham. Deutschland","L3","Fnahf","NR","Fem.","Fnahfen","en","en"
"a4904eb40ea562c6a93e00718a6c28b8c8b3e134","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","","31234, Deutschland, DE","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"aacc055185790e762395295429f89ea4ab3a7ca3","25-34","C1","1-2 Stunden pro Woche","Deutsch","","88131, Lindau, DE","L3","Fnahf","NR","Neut.","Fnahfen","en","en"
"3aaf801f6850ac4c4d1b415e40ad32551236faaf","18-24","C2","5-10 Stunden pro Woche","Deutsch","Spanisch A2, Polnisch A1","38120, Braunschweig, DE","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"a599e312a7df2b0ec2f0e8d48a3d384502521e4f","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1","30161, Hannover, DE","L3","Fnahf","NR","Masc.","Fnahfen","en","en"
"c5d7654ed4ec0b23bec43240bdd131ecdd5d6057","25-34","B1","2-5 Stunden pro Woche","deutsch","DGS A1","28239, Bremen, DE","L3","Fnahf","NR","Neut.","Fnahfes","s","other"
"f3fb7916c3fb6337f442935d66b1a7895b3b9267","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","Japanisch A2","40670","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"93b2ba65e18bcbe3605e4a8c391a32cae50205ed","35-44","C1","5-10 Stunden pro Woche","Deutsch","Nein ","58089 Hagen ","L3","Fnahf","NR","Masc.","Fnahfn","en","en"
"431b11afecfabbae03b8c9fe7931d2922b5f7c36","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch","40591","L3","Fnahf","NR","Neut.","Fnahfen","en","en"
"b6caa7de7ea37b072333bb419e4ef42c94cbb510","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch C2","48400, Bodrum, TR","L3","Fnahf","NR","Masc.","Fnahfe","e","e"
"3557696842d03826410f42c24515142428994fe9","18-24","A1","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Niveau weiss ich nicht)","CH","L3","Fnahf","NR","Masc.","Fnähfe","e","e"
"63e3771b5ed6efe136989c67491f4a7149a6e8a2","25-34","C1","2-5 Stunden pro Woche","Deutsch","","66130","L3","Fnahf","NR","Masc.","Fnahfen","en","en"
"c22439c836c97d0dcedac294f3d7ed2e6e73b5f2","35-44","B2","5-10 Stunden pro Woche","deutsch","","53113, Bonn, DE","L3","Fnahf","NR","Masc.","Fnahfen","en","en"
"54425e918c0d3eab76ec879e4eb72d97056f2d38","18-24","C2","5-10 Stunden pro Woche","Deutsch ","Französisch B2, Spanisch B2","69124 Heidelberg DE","L3","Fnahf","NR","Masc.","Fnahfe ","e","e"
"9197c013e6397c73282930e090c72d9f785110ec","25-34","B2","2-5 Stunden pro Woche","Deutsch","","52074 Aachen D","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"da4d7c74626bb8f6030cb8684238301b83e4fcc1","18-24","C2","2-5 Stunden pro Woche","Deutsch, Japanisch","Japanisch: Muttersprache, Französisch A1; Spanisch A1","80796, München, GER","L3","Fnahf","NR","Masc.","Fnahfen","en","en"
"6a82dc7370683a7f1343ac32c5f25b7b0b3b887c","35-44","C1","1-2 Stunden pro Woche","Deutsch","Spanisch B1, Schwedisch A1, Japanisch A1, Fanzösisch A1","1040, Wien, AT","L3","Fnahf","NR","Neut.","Fnahfen","en","en"
"bde3d9e5b77654ebdde3a897f0134805f1fec859","18-24","B2","5-10 Stunden pro Woche","Deutsch","Französisch ( A2)","49205","L3","Fnahf","NR","Fem.","Fnahfe","e","e"
"0aeeb808915a922f7318429861e0da93350e12ff","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","","80331, München, DE","L3","Fnahf","NR","Neut.","Fnahffen","en","en"
"36ad1845b8783939592ad1b440a76fcfb43db7d7","35-44","C1","Mehr als 10 Stunden pro Woche","Deutsch","","3855, Brienz, CH","L3","Fnahf","NR","Neut.","Fnahfe","e","e"
"e7f46d7c3cae8a8d66cd253b46235222211af828","18-24","C1","5-10 Stunden pro Woche","Deutsch ","Französisch B2","10437, Berlin, DE","L3","Fnahf","NR","Masc.","Fnahfen","en","en"
"7203f3642fe948e532393ee9ec9e3cd5a411d00f","25-34","C1","5-10 Stunden pro Woche","Deutsch","nein","06295, Eisleben, DE","L3","Pläk","NR","Masc.","Pläker","er","other"
"71ca9d42423451a2475b843452b2b1b7d97366ef","35-44","C1","Mehr als 10 Stunden pro Woche","Deutsch","Nein","40000 Düsseldorf","L3","Pläk","NR","Masc.","Pläke","e","e"
"7a6ebb3e1899493656075cb7aeb0d964e4241c47","35-44","C1","Mehr als 10 Stunden pro Woche","deutsch","Französisch A1, Spanisch A1","51643, D","L3","Pläk","NR","Neut.","Pläks","s","other"
"dbac5e2d6b7fd587a76c403540d52c96adedf0c8","55-64","C1","2-5 Stunden pro Woche","Deutsch","","80539, München, DE","L3","Pläk","NR","Neut.","Pläke","e","e"
"0e3d78306d36ecd3452ad2d7e96d6cd4ab61cf11","35-44","C2","Mehr als 10 Stunden pro Woche","deutsch","","48147, Münster, GER","L3","Pläk","NR","Neut.","Pläcke","e","e"
"dd98172862344b33b8b16bfb5717bacabc8a2dfe","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","Keine","8180, Bülach, CH","L3","Pläk","NR","Fem.","Pläken","en","en"
"043a69c39de2cf1132ecd70e6063dedac5efbc8b","55-64","B1","Weniger als eine Stunde pro Woche","Deutsch","","74906, Bad Rappenau, D","L3","Pläk","NR","Masc.","Pläke","e","e"
"2f3c87cee9ce8b21d1e2f442a06fbbe915cfdd46","45-54","C1","2-5 Stunden pro Woche","Deutsch","Portugiesisch C1, Französisch B1, Spanisch A2, Italienisch A3","6030 Buchrain CH","L3","Pläk","NR","Neut.","Pläke","e","e"
"c455824b6d850f877fc4e0bf77506a5c062744d4","25-34","C2","5-10 Stunden pro Woche","Deutsch","Spanisch - A2","02826, Görlitz, DE","L3","Pläk","NR","Masc.","Pläke","e","e"
"769a4b7f015efd98f0bdd95eceb81a8d82a472d8","45-54","C2","Mehr als 10 Stunden pro Woche","deutsch","Spanisch A1, Französisch A1","24000, Kiel, DE","L3","Pläk","NR","Neut.","Pläke","e","e"
"72d2b493f284a21927972c056e01ce3f8e781490","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch B2","37081, Göttingen, DE","L3","Pläk","NR","Neut.","Pläken","en","en"
"098855127acdd59348a610aad1a80b62ab12e671","25-34","C2","Mehr als 10 Stunden pro Woche","deutsch","japanisch b1","50968, Köln, DE","L3","Pläk","NR","Neut.","Pläks","s","other"
"66101eda52d68f88427dc73a78ffae30e67984af","65+","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch B1","12049, Berlin","L3","Pläk","NR","Masc.","Pläken","en","en"
"64b4dd13c70325771c671dbf2ee3d9107135c00f","45-54","C2","Mehr als 10 Stunden pro Woche","deutsch","französisch (mittel), italienisch, spanisch (Grundkenntnisse)","8000 Zürich","L3","Pläk","NR","Neut.","Pläke","e","e"
"807b16d60f8ad791ccec2cfb7e0663f0ad885a0f","18-24","C1","Mehr als 10 Stunden pro Woche","Deutsch ","Französisch (B1)","61352, Bad Homburg, DE","L3","Pläk","NR","Neut.","Pläker","er","other"
"3aa0db526a4f9d5131f852247d21ca365cc05d01","25-34","B1","2-5 Stunden pro Woche","Deutsch","","04571, Rötha, DE","L3","Pläk","NR","Neut.","Pläke","e","e"
"14fb1895539cfb41b6e9e4ab96d80cdbd823aa81","18-24","C1","5-10 Stunden pro Woche","Deutsch","Latein B1","30159, Hannover, DE","L3","Pläk","NR","Neut.","Pläke","e","e"
"8dc856968d7a1cb9736f9d24af77ba6ec12a85d6","35-44","B1","Weniger als eine Stunde pro Woche","deutsch","","23769","L3","Pläk","NR","Neut.","Pläker","er","other"
"bb5007fc529a92fd01a9d61cfe15fd3859e1f93a","25-34","C2","2-5 Stunden pro Woche","Deutsch","","37574, Einbeck, DE","L3","Pläk","NR","Neut.","Pläke","e","e"
"762375aa1d4ab7f02b69ea97816f4e75bc7b4fd3","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","","93047, Regensburg, GER","L3","Pläk","NR","Neut.","Pläks","s","other"
"71da139395b9fc5d87256066c7e0afb75c6bec6a","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch, Russisch","Russisch A1/2, wird kaum von mir verwendet.","93413, Cham. Deutschland","L3","Pläk","NR","Masc.","Pläker","er","other"
"a4904eb40ea562c6a93e00718a6c28b8c8b3e134","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","","31234, Deutschland, DE","L3","Pläk","NR","Masc.","Pläke","e","e"
"aacc055185790e762395295429f89ea4ab3a7ca3","25-34","C1","1-2 Stunden pro Woche","Deutsch","","88131, Lindau, DE","L3","Pläk","NR","Neut.","Pläken","en","en"
"3aaf801f6850ac4c4d1b415e40ad32551236faaf","18-24","C2","5-10 Stunden pro Woche","Deutsch","Spanisch A2, Polnisch A1","38120, Braunschweig, DE","L3","Pläk","NR","Masc.","Pläke","e","e"
"a599e312a7df2b0ec2f0e8d48a3d384502521e4f","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1","30161, Hannover, DE","L3","Pläk","NR","Fem.","Pläken ","en","en"
"c5d7654ed4ec0b23bec43240bdd131ecdd5d6057","25-34","B1","2-5 Stunden pro Woche","deutsch","DGS A1","28239, Bremen, DE","L3","Pläk","NR","Masc.","Pläken","en","en"
"f3fb7916c3fb6337f442935d66b1a7895b3b9267","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","Japanisch A2","40670","L3","Pläk","NR","Masc.","Pläkke","e","e"
"93b2ba65e18bcbe3605e4a8c391a32cae50205ed","35-44","C1","5-10 Stunden pro Woche","Deutsch","Nein ","58089 Hagen ","L3","Pläk","NR","Masc.","Pläke","e","e"
"431b11afecfabbae03b8c9fe7931d2922b5f7c36","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch","40591","L3","Pläk","NR","Masc.","Pläken","en","en"
"b6caa7de7ea37b072333bb419e4ef42c94cbb510","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch C2","48400, Bodrum, TR","L3","Pläk","NR","Masc.","Pläke","e","e"
"3557696842d03826410f42c24515142428994fe9","18-24","A1","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Niveau weiss ich nicht)","CH","L3","Pläk","NR","Masc.","Pläke","e","e"
"63e3771b5ed6efe136989c67491f4a7149a6e8a2","25-34","C1","2-5 Stunden pro Woche","Deutsch","","66130","L3","Pläk","NR","Neut.","Pläken","en","en"
"c22439c836c97d0dcedac294f3d7ed2e6e73b5f2","35-44","B2","5-10 Stunden pro Woche","deutsch","","53113, Bonn, DE","L3","Pläk","NR","Neut.","Pläken","en","en"
"54425e918c0d3eab76ec879e4eb72d97056f2d38","18-24","C2","5-10 Stunden pro Woche","Deutsch ","Französisch B2, Spanisch B2","69124 Heidelberg DE","L3","Pläk","NR","Fem.","Pläke ","e","e"
"9197c013e6397c73282930e090c72d9f785110ec","25-34","B2","2-5 Stunden pro Woche","Deutsch","","52074 Aachen D","L3","Pläk","NR","Masc.","Pläke","e","e"
"da4d7c74626bb8f6030cb8684238301b83e4fcc1","18-24","C2","2-5 Stunden pro Woche","Deutsch, Japanisch","Japanisch: Muttersprache, Französisch A1; Spanisch A1","80796, München, GER","L3","Pläk","NR","Neut.","Pläke","e","e"
"6a82dc7370683a7f1343ac32c5f25b7b0b3b887c","35-44","C1","1-2 Stunden pro Woche","Deutsch","Spanisch B1, Schwedisch A1, Japanisch A1, Fanzösisch A1","1040, Wien, AT","L3","Pläk","NR","Masc.","Pläken","en","en"
"bde3d9e5b77654ebdde3a897f0134805f1fec859","18-24","B2","5-10 Stunden pro Woche","Deutsch","Französisch ( A2)","49205","L3","Pläk","NR","Masc.","Pläke ","e","e"
"0aeeb808915a922f7318429861e0da93350e12ff","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","","80331, München, DE","L3","Pläk","NR","Neut.","Pläken","en","en"
"36ad1845b8783939592ad1b440a76fcfb43db7d7","35-44","C1","Mehr als 10 Stunden pro Woche","Deutsch","","3855, Brienz, CH","L3","Pläk","NR","Neut.","Pläker","er","other"
"e7f46d7c3cae8a8d66cd253b46235222211af828","18-24","C1","5-10 Stunden pro Woche","Deutsch ","Französisch B2","10437, Berlin, DE","L3","Pläk","NR","Masc.","Pläken","en","en"
"7203f3642fe948e532393ee9ec9e3cd5a411d00f","25-34","C1","5-10 Stunden pro Woche","Deutsch","nein","06295, Eisleben, DE","L3","Pnähf","NR","Masc.","Pnähfer","er","other"
"71ca9d42423451a2475b843452b2b1b7d97366ef","35-44","C1","Mehr als 10 Stunden pro Woche","Deutsch","Nein","40000 Düsseldorf","L3","Pnähf","NR","Masc.","Pnähfe","e","e"
"7a6ebb3e1899493656075cb7aeb0d964e4241c47","35-44","C1","Mehr als 10 Stunden pro Woche","deutsch","Französisch A1, Spanisch A1","51643, D","L3","Pnähf","NR","Masc.","Pnäfe","e","e"
"dbac5e2d6b7fd587a76c403540d52c96adedf0c8","55-64","C1","2-5 Stunden pro Woche","Deutsch","","80539, München, DE","L3","Pnähf","NR","Fem.","Pnähfe","e","e"
